corpus,postid,text,emo,info,c2c
hepatitis_exchange,574_5,i think you are right tiff for the non universal types like a and b a has to be to a - and b to b,2.0,1.6,C
hepatitis_exchange,962_1,very very very small chance - testing is easy and covered by insurance,1.4,3.6,P
hepatitis_exchange,740_2,"If you had an advanced stage of disease - stage 3 or 4 a repeat liver biopsy may be beneficial to document reversal of liver disease. If you still have advanced disease on biopsy, ciontiued surveillance for liver cancer is necessary.",1.0,6.0,F
hepatitis_exchange,60_4,KEEP YOUR TX MD INFORMED ON ALL THIS.....ALSO BE SURE YOU GET GOOD SLEEP ALWAYS....I ALWAYS SAID I AM LUCKY TO HAVE THIS TX ( I DID THE OLD 3X WK INJECTION ).......... TIFF,1.5,2.4,P
hepatitis_exchange,159_2,YOU ARE MORE THAN WELCOME MY HERO YOU ARE.....PLEASE HUG YOU HCV PATIENT FOR ME... TIFF,5.3,1.1,P
hepatitis_exchange,804_0,JOY JOY JOY JOY FOR MANY.............IT WILL GET THE % OF CLEARING UP FOR MANY.... I WAS ONE OF THE LUCKY ONE'S WHO CLEARED 10 YEARS AGO WITH ONLY A 30% CHANCE... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.2,2.0,C
hepatitis_exchange,639_0,hi - not having worked in the past 12 years may be a problem for getting disability - i dont think theres any time constraints for ssi though but you have to meet some requirements- you may be able to get free consultation from a lawyer - ive heard some say accupuncture is helpful to some extent,1.1,3.8,P
hepatitis_exchange,730_1,KEEP YOU MD'S NURSE ON RECALL....TELL THEM WHAT IS GOING ON....IF YOU NEED A PILL TO HELP WITH THE SIDES FOR SURE TAKE WHAT THEY SAY....WE NEED TO HELP ALL WE CAN TO DO TX AND DO IT WELL... ALSO GO TO THIS SITE..IT HELPED ME SO 11 YEARS AGO.. http://www.hepcsurvivalguide.org/comboguide.htm TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.7,4.1,F
hepatitis_exchange,309_9,DR. ..........HOW OFTEN DO MD'S DO BLOOD WORK ON THE NEW DRUGS? I AM SHOCKED HE GOT SO SICK SO QUICKLY...ARE YOU? IN 99 WHEN I STARTED THE OLD COMBO...THEY DID WEEKLY FOR A LONG TIME... I KNOW THEY WATCHED SO CLOSELY THEN... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.4,1.3,C
hepatitis_exchange,592_0,fatty liver disease - depression - cognitive dysfunction - arthritis - cryoglobulinemia - pc tarda - sjorgens - lichen planus - fibromyalgia - malnutrition - sexual and hormonal dysfunction of course theres fibrosis cirrhosis varices edema ascities encephalopathy portal hypertension end stage liver disease and liver cancer,1.0,2.6,C
hepatitis_exchange,612_8,as far as i know tiff - yes he did - thinking it was probably a biopsy sample error - but everyones different most do progress slowly but some get there in half the time or less,1.2,2.6,C
hepatitis_exchange,999_0,http://www.liverdisease.com/milkthistle_hepatitis.html,1.0,3.1,F
hepatitis_exchange,717_11,"thanks for this info Dr New onset of ascites requires a diagnostic paracentesis wereby fluid is sent to the laboratory for evaluation. In this manner, it can be is confirmed whether the ascitic fluid originated form the heart, kidney, liver or other source.",1.6,3.5,C
hepatitis_exchange,919_2,"Elevated AFP occurs in patients with cirrhosis, inflammation of the liver due to a variety of causes, liver cancer and many other causes. ALT is best evaluated in connection with AST level.",1.0,4.8,F
hepatitis_exchange,247_0,YOU NEED TO TRUST YOUR MD'S AND YOUR MOTHERS MD'S TO HELP YOU WITH THIS.......YOU WILL BE FINE ........LEARN A LOT AND THIS WILL HELP MOM TOO....... TIFF,3.6,2.8,P
hepatitis_exchange,494_5,THE BEST AND ONLY THING YOU CAN DO IS CALL THE MD OR THE NURSE OR THE LAB...DO IT SOON THE RELIEVE YOURSELF.. TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.1,2.6,F
hepatitis_exchange,845_1,YOU OWE IT TO YOUR DENTIST TO TELL THEM.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.8,2.1,C
hepatitis_exchange,1320_2,THANK YOU FOR THE HELP IT IS MUCH NEEDED HERE. SOCAL DID YOU COME HERE BEFORE WITH DIFFERENT NAME? PLEASE KEEP COMING YOU ARE SO NEEDED HERE. THESE ODDS BEAT MY 30% CHANCE I HAD15 YEARS AGO. ( I DID CLEAR) TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.9,1.9,P
hepatitis_exchange,1007_0,"No excessive vitamin A , iron, or niacin",1.0,4.1,P
hepatitis_exchange,333_0,HAPPY NEW YEAR NEW FRIEND....HOPE ALL IS WELL WITH YOU AND YOURS AND THAT YOU ARE WARM...ALL OUR SCHOOLS ARE CLOSED SNOW DRIFTING.... TIFF,4.3,1.1,F
hepatitis_exchange,1072_2,I STILL WISH OUR MD WOULD REPLY TO YOU PLEASE !! I HONOR YOU FOR BEING A DONOR....I WISH I COULD.. BEEN CLEAR 12 YEARS AND MY STAGE FOUR LIVER IS HAPPY I AM....BUT I WILL NEVER BE ALLOWED TO.. DID THEY SAY IF IT CAME BACK NO HCV YOU COULD? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,4.0,1.5,F
hepatitis_exchange,709_4,"When a patient with HCV is transplanted, the virus enters and infects the new liver since the hepatitis C virus is still in the patients blood stream. IV Silibinin is not being used in the U.S.",1.0,5.5,C
hepatitis_exchange,322_8,I WOULD NOT THINK THAT LITTLE BLEACH IN A TUB OF WATER WOULD BE MUCH LESS BLEACH THAN IN A SWIMMING POOL.....IT WOULD NOT BOTHER ME AT ALL.... JUST MY HUMBLE OPINION TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.7,2.2,F
hepatitis_exchange,450_0,It would be best to ask an MD....If he is on tx you should stay away from the meds.....Perhaps ask an OB MD TIFF,1.0,3.9,P
hepatitis_exchange,1170_0,IT WOULD BE BEST TO TALK TO AN MD (IN MY OPINION).... http://www.webmd.com/hepatitis/hepc-guide/default.htm STUDY ABOVE LINK... HUG HER YOU WILL NO GET HEP....LET HER KNOW YOU CARE ....(0R HIM)... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.4,3.7,P
hepatitis_exchange,861_4,YES ALL OF THOSE...MY YEARLY URQ ULTRA SOUND NEVER SHOWS ANY OF THAT...I WILL HAVE ONE YEARLY THE REST OF MY LIFE AND THAT IS FINE.. TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.8,1.9,C
hepatitis_exchange,209_0,www.hepcsurvivalguide.org/comboguide THE SITE ABOVE WILL HELP YOU IF THINGS GET WORSE.......PERHAPS YOU YOUNG AGE IS HELPING YOU..........BEST OF LUCK TIFF,4.3,4.6,P
hepatitis_exchange,594_0,ask his dr - some dont recommend tcm while on tx - some might - id wait to see how baraclude works - then try to maintain liver health by complimentary methods - but thats me,1.3,3.7,F
hepatitis_exchange,864_0,ISN'T THAT WONDERFUL TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.7,1.1,F
hepatitis_exchange,745_2,i was recently evaluated at the university of pittsburg transplant medical center - good news - my liver is not bad enough yet - bad news it could be soon - im showing early signs of decomp - the hepatologist recommend i stop tx - he thinks to continue may hasten the process - im not sure im as bad off as he thinks and i told him so - then i caught myself telling him his business and quieted down a tad - lol - as he explained the progressive nature of liver disease to me - he told me that 10 years with cirrhosis until decomp was the case in the majority -now im not sure exactly how long ive been cirrhotic but i would estimate over 10 years - and decomp is quite possible soon lasting about 2 years for the majority - so basically without some divine intervention im going to need a transplant in short order - as much as im dragging my feet kicking and screaming trying to deny this news - i need to accept it,2.2,2.4,C
hepatitis_exchange,1043_0,I SURE HOPE MANY MORE GET TESTED.....SO MANY OF US GOT BLOOD FROM THE BLOOD BANKS IN THOSE DAYS.....NO CLUE WHY WE FELT ODD? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.4,2.0,F
hepatitis_exchange,538_1,i see you mention ursodiol (UDCA) in your book - im considering trying this with alpha lipoic acid - havent mentioned to dr yet - i read something about informing your dr of liver disease before starting - do you know why this is,1.0,2.7,C
hepatitis_exchange,973_1,"Sex is fine while your husband is on treatment, however, if you are of childbearing age you must use 2 forms of birth control, as pregnancy is contraindicated while your husband is on treatment, as ribavirin may cause birth defects.",1.6,6.0,P
hepatitis_exchange,1078_1,I KNEW IN MY HEART SOMETHING WAS WRONG....YOU WILL DO WHAT NEEDS TO BE DONE FOR SELF I KNOW IT............WHAT WILL THAT DO ABOUT A TX FOR HCV? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.6,1.2,C
hepatitis_exchange,717_5,i think theres 3 types of liver biopsy - standard and 2 laproscopic like transjugular there are 2 triple therapies possibly due out this summer - telaprevir and boceprevir (plus peg and riba) - but they wont be available to everybody yes there are many things that COULD cause fatigue - hep c is guaranteed to do so - if a dr is going to assume a cause and try this and that for years on end - his best logical course of action for someone with hep c is to assume hep c and hep c related causes first proven long term sides from treatment are very few - and most of them are long term effects most likely caued by the virus or a combination of the virus and the meds peanut - this is only to clarify some points - nothing personal,1.1,4.2,F
hepatitis_exchange,185_8,GREAT TO HEAR BACK FROM YOU PEANUT....AS I USE TO TELL MY PA ON TX.........NOT COMPLAINING ?(RIGHT ???LOL)....JUST INFORMING....YES SOMETIMES THE URQ PAIN IS BAD...BUT PAUL AND I LOOK AT EACH OTHER AND SAY WHAT WOULD OUR LITTLE HOSPITAL DO ?.....I AM NEVER A PAIN PILL TAKER....HAVE SOME GIVEN TO ME 6 YEARS AGO AND STILL HAVE ALL OF THEM....IF I TOOK 1/2 A DARVASET I COULD NOT WALK ACROSS THE ROOM IN 5 MINUTES...JUST NOT WORTH IT... TIFF,2.1,2.5,P
hepatitis_exchange,1123_0,I HAVE BEEN CLEAR 12 YEARS AND I STILL HAVE IT AND SOMETIMES IT IS BAD....BUT HEY IT DOES GO AWAY....DO YOU GET YEARLY ULTRA SOUND? I DO AND I AM DUE SOON......ASK YOU LIVER MD ABOUT IT KIDDO....LIVER DOES NOT FEEL PAIN BUT CAN PUSH ON OTHER STUFF AROUND IT AND IT HURTS BELIEVE ME I KNOW SO WELL.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.0,3.1,F
hepatitis_exchange,525_2,bilirubin is a by product of the breakdown of expended red blood cells - in cirrhotic patients the liver is unable to accomplish this fast enough to keep it from building up in the blood,1.2,5.7,F
hepatitis_exchange,1036_5,I HOPE YOU ARE DOING WELL BILL.....HAVE MISSED YOU HERE...YOU ARE SO NEEDED HERE KIDDO. TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,4.7,1.1,C
hepatitis_exchange,503_2,ANY NEW NEWS ON YOUR BROTHER ?? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.6,1.5,P
hepatitis_exchange,984_4,DUH YES BILL...LOL...NO V/L TO COUNT AM I....12 YEARS TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.9,1.1,C
hepatitis_exchange,515_6,BEST OF LUCK WITH YOU BX....DID YOU HAVE ONE IN 2001 ?....LISTEN TO THE MD'S AND NURSES AND DO EXACTLY WHAT THEY TELL YOU TO DO... KEEP US POSTED AS TO HOW ALL IS GOING PLEASE... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,4.0,2.2,C
hepatitis_exchange,607_1,"After a liver transplant, he will need to be on at least some antirejection medication lifelong. We are getting better at being able to decrease the amount and dose of medication required as time passes, but it is unlikely fro him to stop all medications. If his physicians feel his rash is due to one of the antirejection medications, there are a number of other medications they can switch him to. A bone marrow transplant is not a viable option.",1.0,5.4,P
hepatitis_exchange,1099_9,WHY DOESN'T HE CLEAN UP HIS LIFE........WITH YOUR HELP.....DO TX==TREATMENT.....STOP HIS HCV AND LIVE LIFE... YOU NEED TO STUDY HOW NOT TO GET HEP....SEARCH ON LINE AND READ WHAT YOU SHOULD DO... EVEN THOUGH I HAVE CLEARED HCV I STILL TREAT MY BLOOD AS IF I HAVE IT....CLOROX IS MY BEST FRIEND AND HAS BEEN SINCE I FOUND OUT ABOUT MY HEP IN 1993...OUR 6 GRANDS KNOW GRAMMY HAS SICK BLOOD AND IF I CUT SELF STAY AWAY... MY HUSBAND OF 45 YEARS DOES NOT HAVE HCV NOR DO OUR ADULT DAUGHTERS AND WE SHARED RAZORS TILL WE FOUND OUT ABOUT MY HCV... TELL HIM IT IS HIS JOB TO GET RID OF THE HCV TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.8,1.4,F
hepatitis_exchange,740_3,I AM A STAGE 4 AND CLEAR 10 YEARS NOW.........I DO NOT PLAN ON ANOTHER BX.......WILL HAVE YEARLY ULTRA SOUND AND THAT IS NOT INVASIVE... IT WOULD NOT BENEFIT THE PATIENT......BUT WOULD HELP THE DRUG COMPANIES AND THE MD'S......SHOWING STATS OF IMPROVED LIVERS......AND I RESPECT THAT FOR SURE...JUST NOT WITH ME.. MY ONE AND ONLY BX WAS UNEVENTFUL......NO PROBLEMS AT ALL......BUT I HAVE SEEN(18 YEARS AGO WITH MY MOTHER AND LEUKEMIA) WHAT CAN HAPPEN WHEN ONE GOES WRONG.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.5,2.2,C
hepatitis_exchange,1015_1,one cant get hep c by merely touching blood - it has to enter the bloodstream,1.0,3.6,P
hepatitis_exchange,967_0,I AM SO GLAD YOU ARE SEEING HIS MD TOMORROW...PLEASE HOLD ON TO SEE WHAT HE SAYS TO DO...TRY TO GET A SLEEP AID FOR YOUR HUSBAND AT THIS VISIT....GOOD SLEEP IS SO VERY IMPORTANT ON TX... PLEASE COME BACK AND LET US KNOW HOW THE APPT. COME OUT... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.7,2.2,F
hepatitis_exchange,583_5,THAT IS WHY I KEEP COMING BACK....TO PAY IT FORWARD...EVERYTHING HAPPENED SO RIGHT FOR ME ON TX.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.3,1.8,C
hepatitis_exchange,1313_2,ONE NEVER KNOWS FOR SURE. I DELAYED MINE BY 15 YEARS SAW 6 GRANDS BORN. I AM STILL DOING WELL AND HAVE A STAGE 4 LIVER. YES I CLEARED BUT I WILL NEVER USE THE CURED WORD EVER. IT IS IN A COMA. TRUST HER MD PLEASE. TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,3.1,2.7,F
hepatitis_exchange,899_8,yes tiff - i know ive giving them lots to ponder - lol,1.2,1.0,C
hepatitis_exchange,660_6,interesting - thanks,1.4,1.6,C
hepatitis_exchange,647_1,hi tiff - im ok - some days i have a hard time replying to the site - it redirects me to a search - but i cant do anything - im doin ok - thanks for your concern - i think they want me to finish infergen this month - at this point im just going with the flow,2.1,1.8,C
hepatitis_exchange,701_0,I HOPE OUR MD SEES THIS AND HELPS YOU...I AM SORRY FOR YOUR LOSS... WAS SHE EVER TESTED FOR ANY HEP'S... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,5.0,2.2,P
hepatitis_exchange,612_9,OK I JUST WONDERED.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.8,1.1,C
hepatitis_exchange,754_1,I USE TO PUT MY DOSE IN A DIXIE CUP....FOR THE DAY....IF THEY WERE GONE THEN I TOOK THEM... ALWAYS FELT IF I GOT DRUG BOX THEN THAT MEANT I WAS SICK....SILLY TIFF TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.3,2.3,F
hepatitis_exchange,495_30,thank you - yes - we really dont know if we have a 0 viral load - only that its under a certain number - i dont think that 99% actually reach 0 viral load - it could be but theres no way to tell - i think the key is the relative strength of our immune system post tx,2.6,3.4,F
hepatitis_exchange,640_8,dr palmer explains spontaneous clearing - basically by onesown immune system without treatment meds - in her last post,1.3,3.3,C
hepatitis_exchange,1099_7,"YOU MUST LET HIM KNOW YOUR CONCERNS ASAP. IT IS BLOOD TO BLOOD CONTACT. KEEP HIS ITEMS AWAY FROM OTHERS IN BATH ROOM. RAZORS TOOTH BRUSHES. ALSO I WILL SAY THIS AGAIN ... BOOZE , LIVER DISEASE, AND HCV....MEANS YOU DO NOT WANT TO LIVE LONG... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!",2.0,3.9,F
hepatitis_exchange,428_8,WE HAVE 6 GRANDCHILDREN AND THEY ALL KNOW GRAMMY HAS SICK BLOOD AND IF I BLEED TO STAY AWAY FROM IT...I HAVE BEEN CLUMSY ALL MY LIFE...SOME PEOPLE HAVE BLUE EYES I HAVE CLUMSY...LOL...WHEN THEY ARE A LITTLE OLDER THEY WILL LEARN STAY AWAY FROM ALL BLOOD... I JUST DON'T THINK THEY KNOW FOR SURE....I AM ON DONOR LIST AGAIN BUT WOULD HAVE TO GO TO A HEPPER...AND WITH MY AGE NOT SURE THEY WOULD TAKE ANYTHING...AND WOULD NOT WANT MY LIVER...BUT I AM ON IT...AND FAMILY KNOWS TO TELL THEM .... TIFF,1.7,3.1,F
hepatitis_exchange,1190_0,THE BEST THING YOU CAN DO IS TO TRUST YOUR MD'S .....DO WHAT THEY THINK YOU NEED TO DO AND LET THEM WALK THIS WALK WITH YOU.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.8,2.3,P
hepatitis_exchange,1317_0,THE BEST THING YOU CAN DO IS TRY TO RELAX...... NO BOOZE AT ALL ........... STUDY AND LEARN ALL YOU CAN ABOUT HCV. MUCH GOOD INFO HERE AT WEB MD... CAN YOU GET OBAMACARE. TRY REAL HARD. DID THE HOSPITAL YOU WERE IN TRY TO HELP YOU SIGN UP FOR IT. I WOULD THINK IN THE LONG RUN THAT WOULD HELP THEM. http://www.webmd.com/hepatitis/hepc-guide/default.htm TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.2,4.5,P
hepatitis_exchange,870_1,ALL GOOD HERE JUST HAD NOT HEARD LATELY WAS A LITTLE CONCERNED.... ALL OURS COME IN SAT FOR A FUN WEEK-END....SO WILL BE SO BUSY.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.9,1.6,C
hepatitis_exchange,165_5,WHAT A JOY TO HEAR YOUR WONDERFUL WAY YOUR FAMILY HONORED YOUR MOTHER....OH THANK YOU SO FOR SHARING THIS......YOU GAVE BACK AND PAID IT FORWARD ALL IN ONE....I DID THE SAME WITH MY MOTHER FOR 18 MTHS OF LEUKEMIA....I LOVE HOW OUR LIFE LESSONS TEACH US FOR THE FUTURE WE WILL BE DOING FOR SELF AND OTHERS.... ((((((((((((((((((( RUBY )))))))))))))))))) THANK YOU MY NEW FRIEND... TIFF,5.0,1.0,F
hepatitis_exchange,71_0,TALK TO YOUR PED. OR A MEDICAL PERSON.......YOU COULD BLEED AND THEN BABY WOULD GET IT......I JUST DON'T KNOW ENOUGH ABOUT THIS SORRY......I WOULD NEVER TAKE THE CHANCE NEVER BUT I KNOW SOME DO....... TIFF,2.2,3.2,P
hepatitis_exchange,1021_1,maybe break them in two - yes check w / pharmacist too --- hopefully rash remains localized and fire in the hole - lol -subsides quickly,2.2,3.2,P
hepatitis_exchange,535_0,I DO NOT KNOW THE ANSWER TO YOUR QUESTION SORRY BUT PERHAPS YOU CAN LOOK UP HER MED HERE http://www.webmd.com/drugs/index-drugs.aspx TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.7,2.3,F
hepatitis_exchange,626_0,hi tiff - thanks for your concern - i was in the hospital - thought i was coming down with pneumonia - but they said no - dont know why they kept me for so long - other than to rack up the bill - lol - they did get my blood sugar and ammonia down considerably amd put me on xifaxin with the lactulose,2.0,2.7,C
hepatitis_exchange,604_2,BILL.....I THINK THIS IS GOOD IDEA TO TX WITH INFERGEN NOW....YES CONFUSE THE HCV IS GOOD.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.0,2.4,C
hepatitis_exchange,417_2,I HAVE BEEN MARRIED 43 YEARS TO THE LOVE OF MY LIFE AND HE DOES NOT HAVE IT....3 ADULT DAUGHTERS AND WE SHARED RAZORS TILL I FOUND OUT I HAVE AND THEY DO NOT HAVE IT.... THE ODDS ARE LOW BUT WHEN WORRIED GET TESTED... PERHAPS SOMETHING ELSE RAISE HIS ALT... TIFF,1.4,2.0,F
hepatitis_exchange,357_2,DO YOU HAVE OTHER MEDICAL PROBLEMS THAT THE LIVER MD WOULD NOT HAVE WANTED TO TX AGAIN....... TIFF,1.1,1.2,P
hepatitis_exchange,402_2,OH MY YES YOU MUST STOP DRINKING.....ASAP.... TIFF,2.1,2.1,F
hepatitis_exchange,428_4,WE WILL ALWAYS BE HCV BUT WITH NOT ENOUGH TO COUNT.....I HAVE NEVER AND NEVER WILL CALL SELF CURED I DON'T BELIEVE IN THAT WORD AT ALL I CALL MY HCV SLEEPING OR IN A COMA....I TOLD MY MD I WILL CALL SELF CURED WHEN HE LETS ME GIVE BLOOD AGAIN....WELL THAT WILL NEVER HAPPEN... YEARS AGO I WAS IN AN MD CHAT ON LINE ABOUT HCV AND HE SAID IF WE DONATE OUR ORGANS EVEN THOUGH NO HCV TO COUNT THE RECIPIENT COULD GET OUR HCV..IT IS HIDING OUT WAS THE POINT... I JUST DO NOT NEED THE CURED WORD...IT BOTHERS ME TO EVEN TYPE IT....LOL...SILLY TIFF TIFF,1.7,1.3,F
hepatitis_exchange,739_10,"Studies have confirmed that the initial exposure to interferon and ribavirin during month one, is the most important time of treatment. So it is best to have therapeutic dosages during this time and dose adjust at a later point. Starting at lower dosages and increasing with time will likely translate into a lower likelihood of viral clearance and ultimately a lower chance of cure.",1.0,5.4,F
hepatitis_exchange,613_4,PLEASE KEEP COMING BACK AND SHARE YOUR STORY WITH ALL HERE....IT HELPS SO MANY .... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.7,1.4,F
hepatitis_exchange,738_7,DR. I HOPE THIS HELPS....EASIER FOR ALL TO GET TO IT.. http://www.practicalgastro.com/pdf/February07/Feb07PalmerArticle.pdf TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.7,2.5,C
hepatitis_exchange,815_2,my bad teleprevir = incivek not invictus,1.6,1.5,F
hepatitis_exchange,582_1,no prob tiff - i did try but didnt get there - ill try again,1.7,1.5,C
hepatitis_exchange,118_0,www.hepcsurvivalguide.org/comboguide.htm USE THIS SITE IT WILL HELP YOU A LOT TIFF,1.6,3.7,P
hepatitis_exchange,851_0,workers in the health care profession are revaccinated like every 5 years for hep b - this may be a bit much but hep b can be tricky - the vaccine can last a lifetime - i think i read its generally best to have it repeated between 10 - 20 years,1.4,3.9,P
hepatitis_exchange,885_2,those areas are close to the delaware river and bay and experienced minor flooding and wind damage,1.0,3.4,C
hepatitis_exchange,828_1,off hand i can think of several methods - platelet infusion and drug therapy,1.0,3.8,C
hepatitis_exchange,1249_0,I HOPE THIS WILL HELP YOU I KNOW NOTHING ABOUT HEP B SORRY. http://www.webmd.com/hepatitis/hepb-guide/default.htm TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.8,2.9,P
hepatitis_exchange,526_0,PLEASE GO TO THE LINK AND STUDY IT ...HAS HE EVER DONE TX(TREATMENT )..MAY I ASK HOW OLD IS HE NOW ? http://www.webmd.com/hepatitis/hepc-guide/default.htm TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.0,2.8,F
hepatitis_exchange,1026_3,yep - alcohol causes fat to accumulate in the liver - this not only lends and leads to cirrhosis and liver cancer but also to increased viral replication and reduction in the immune system response - double whammy - like pourin gas on the fire --- alcohol destroys even healthy liver cells and brain cells and kidney cells and pancreas cells etc etc etc - basically alcohol is a solvent - not only will it dissolve the liver brain and other organs - it will dissolve lives families marriages friendships bank accounts cars homes you name it - down the drain,1.1,4.9,P
hepatitis_exchange,806_2,i am a member - i did not see your name,1.1,2.5,C
hepatitis_exchange,755_3,"It is always reasonable to inquire about any therapies, however, it is likely that if your hepatologist has not brought up elthrombopag, he/she may not feel it is right for you.",1.1,3.8,F
hepatitis_exchange,131_0,BEST TO ASK YOUR MD'S THIS ONE...........THEY KNOW YOU BEST........YOUR BODY AND WHAT IS OK FOR YOU TO TAKE......... TIFF,1.7,3.5,F
hepatitis_exchange,1063_0,"Preliminary results of the BMS drugs for HCV look very promising, especially since they may eliminate the need for interferon.",1.6,4.5,F
hepatitis_exchange,845_0,you mean your dentist is not aware you have hep c - not good also theres nothing anywhere stating or suggesting this would have anything to do with taking hep c meds,1.4,3.1,F
hepatitis_exchange,595_0,if she is not actively infected she cant infect you - sounds like she cleared her infection - i wouldnt worry if i were you,2.4,3.9,P
hepatitis_exchange,495_12,HI BILL MY FRIEND.....IT IS BILL FROM HOOD RIGHT ??? GREAT TO SEE YOU HERE YOU WILL ADD SO MUCH MY FRIEND.... TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,4.2,1.1,C
hepatitis_exchange,709_6,OH YES I UNDERSTAND THAT 100%....HVC IS NOT GONE WHEN TP HAPPENS... MY QUESTIONS IS WHY DO THEY CALL IT REINFECTED WHEN THE NEW LIVER THEY GOT DOES NOT HAVE HCV? JUST A QUESTION IN TERMS USED I GUESS? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.9,1.9,C
hepatitis_exchange,806_1,BILL WHEN YOU OPENED IT DID IT SHOW UP MY TRUE NAME? OR DO YOU BELONG TO MEDSCAPE TOO? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,2.5,1.5,C
hepatitis_exchange,728_3,OK IF WE GET SHOTS FOR HEP-A THEN WHAT?....WE SHOULD SHOW HEP A RIGHT? TIFF DON'T TAKE YOUR ORGANS TO HEAVEN...HEAVEN KNOWS WE NEED THEM HERE !!,1.5,1.7,C
